AnonymousCustomerKey,DaysSinceLastPurchase,AverageDaysBetweenPurchases,SuccessfulOrderCount,AverageOrderValue,PurchaseFrequency,PurchaseIntervalStdDev,AverageIntervalChange
023dc49c-b5f6-451c-a156-41bfca491605,257,,1,181.71,inf,,
024e0957-e440-4216-9ce5-e6d4c01834cf,258,27.75862068965517,30,258.82,0.03667481662591687,24.88639211125773,1.1428571428571428
02500241-409f-41d8-8c5b-edab78250c87,125,22.62,51,265.78,0.04419410745233969,24.133886752778103,0.30612244897959184
02638432-9784-4afa-91b0-abcf7d80ac5b,-7,279.0,2,116.15,0.007168458781362007,,
02648648-a9e9-4b54-88a2-d67258c831ca,258,107.5,7,222.25,0.010802469135802469,,
027e6aa2-e63b-4a76-8c5e-f9ed4bcb4020,157,71.41666666666667,13,295.43,0.015046296296296295,55.70287789747138,-2.272727272727273
027fd31d-d4ac-4f3c-9747-208a059aea3b,138,48.714285714285715,8,255.40,0.023255813953488372,,
02aff5c9-0ca4-4ebd-b54f-255e558b1464,136,192.66666666666666,7,170.79,0.006050129645635264,,
02bce774-1878-496b-8677-6659ce12cd02,70,59.4375,17,262.70,0.017726798748696558,57.56615759280795,-5.133333333333334
02c14261-1871-4aeb-9809-a775ab68c623,133,46.5625,17,232.37,0.02257636122177955,29.17983036276942,-4.466666666666667
02c22f51-0c62-4041-9978-0718fe451416,367,43.666666666666664,13,323.35,0.024528301886792454,36.33013608395636,-7.7272727272727275
02c6f526-9f1f-4908-9a0e-dcd87e9354ca,125,268.25,5,195.59,0.004655493482309125,,
02e38e6c-9b1b-405d-ad30-bc7cb85170be,172,101.2,6,205.58,0.011811023622047244,,
02eb26f2-a067-44e1-8358-7dc7770d4765,189,43.857142857142854,22,246.09,0.023630504833512353,47.18186697692845,-2.7
030134f4-782e-4527-87dc-227f2c0bc2ba,203,10.0,23,310.37,0.09956709956709957,9.461702252967461,0.3333333333333333
03082594-83f1-4618-b26e-4c336951b797,41,267.3333333333333,4,237.91,0.0049813200498132005,,
030ccd3f-7647-4692-ad8d-9217f03f2645,241,31.725,41,255.94,0.031857031857031856,35.106422452820475,-0.3076923076923077
031e60de-9f3d-4f17-889d-f71960f53c45,336,60.0,14,258.52,0.017811704834605598,40.88805856644863,-0.9166666666666666
03253d32-a8fd-411d-be50-96f4997e9cc4,143,47.5,3,371.01,0.031578947368421054,,
0334826c-19f5-4627-8f15-8b75b6e52a7d,181,7.238095238095238,22,260.43,0.13496932515337423,7.71948678284225,1.55
03391c5b-6feb-495c-a46d-6c35ee56cec4,178,,1,256.97,inf,,
034880da-50fa-49fb-823f-ea4507ce19be,131,20.76,26,252.79,0.04896421845574388,15.60256389187367,-1.0
036adfa7-1f44-406a-b32c-81fdf5fe19d1,17,30.4,6,267.21,0.0392156862745098,,
03799616-6b92-43c2-add8-5eefaccafc4d,45,42.63636363636363,12,355.90,0.02526315789473684,39.289369369519605,-11.7
0382853c-665f-4747-9c20-f196b85230be,276,60.94444444444444,19,310.93,0.017194570135746608,62.90279356203901,-4.176470588235294
03947331-c6c5-4b55-8ecd-11ba56dd6d3d,353,13.375,17,268.70,0.07657657657657657,12.26852341020168,-1.4
03a144b8-3878-46fc-9ede-dc34fdcd4ed1,159,27.545454545454547,45,220.81,0.03643724696356275,21.780570118165052,-0.37209302325581395
03b368b0-6db4-4a90-83c7-2538dd431ad6,335,,1,269.97,inf,,
03bc4d48-e7c9-4309-ab32-d0ef0e1e470f,185,29.1,11,221.02,0.037162162162162164,13.649989824986031,-0.7777777777777778
03d3bff7-2c11-49ba-8e1d-6b48e020c3fb,72,48.0,17,221.44,0.021963824289405683,55.31847189983951,3.8
03e34a57-57e3-45cb-9089-0ae7e5181235,330,131.25,5,292.42,0.009487666034155597,,
03f798bf-26c3-4891-93de-2811f7f06243,179,26.923076923076923,14,256.89,0.03932584269662921,32.80107096437945,-10.333333333333334
04388994-d7aa-4219-8ac8-220773228503,356,139.14285714285714,8,218.35,0.0081799591002045,,
0458022d-4c36-4df3-820e-4bf628152f5d,240,40.27272727272727,12,231.17,0.026785714285714284,28.19606677921908,0.4
04647474-be0a-428b-bea9-c7e8e60f527b,-3,46.8,11,196.39,0.023305084745762712,37.747111736455345,-9.666666666666666
047516ca-d943-4bdf-ac8e-03f66a4163d6,267,,1,371.57,inf,,
048c7215-a593-4429-b685-adbf164501d7,311,20.88888888888889,19,232.32,0.049479166666666664,21.600351001747466,-0.23529411764705882
048e8f72-acd3-4f4f-a416-c8553f252cc1,182,19.975,41,254.18,0.050061050061050064,17.814553975144403,-0.48717948717948717
049e18ed-5f60-43da-a54a-c1390cebc708,256,28.0,3,254.71,0.05357142857142857,,
04a4cf5e-e982-4851-9e87-3f2c2cb318bc,227,268.0,2,350.78,0.007462686567164179,,
04b3c721-3e2b-42e4-920b-fc71a4fa7620,127,83.57142857142857,8,191.87,0.013582342954159592,,
04c31b51-6c55-48aa-aca5-8e3ebdfe21b2,370,19.5,19,283.70,0.052924791086350974,25.700194551792794,0.17647058823529413
04c4dd5d-edf7-4aad-a420-739f82ba3479,429,109.0,4,270.46,0.012195121951219513,,
04f1c8aa-e60a-4ce4-9cab-9a1e7e469ebd,344,21.161290322580644,32,277.85,0.04776119402985075,19.06846746891064,-0.6666666666666666
04f9ac57-e448-4f76-b88e-ddca78bca27a,95,20.536585365853657,42,264.31,0.04883720930232558,23.930208483186696,0.075
050103fc-e6d0-4eca-a856-73d082d099c8,380,56.0,4,219.54,0.023668639053254437,,
05052e02-07c2-4935-ad89-11ace069173e,403,115.625,9,213.17,0.009698275862068966,,
05066f2f-2e5a-4813-b224-a2774968d55b,493,125.0,2,219.43,0.016,,
050db2c9-34c9-411c-ba18-9d7a9f4c459a,278,22.07894736842105,39,258.90,0.0455607476635514,30.301531117275392,-0.6756756756756757
052edbd2-42e3-4d88-86bd-cb7b715e2f7d,164,15.923076923076923,14,226.45,0.06542056074766354,27.837209925031217,0.25
053773b9-ca92-4936-ae2f-024897068724,74,46.5,21,312.45,0.022340425531914895,40.33086841822801,-2.1052631578947367
0541bff9-5f7a-474a-ade0-03736c373624,32,59.45454545454545,12,207.59,0.01818181818181818,56.28918836928392,1.8
05485e07-c523-4091-ab3a-5f1ca2212e66,324,49.666666666666664,13,263.14,0.021666666666666667,34.36523966117066,-5.090909090909091
054fd4ac-da11-4513-8c1e-496e0aed5262,222,46.31578947368421,20,198.63,0.02244668911335578,38.340655288521305,-0.1111111111111111
0552cc15-a7c6-456a-8ac7-318e08c539b8,67,10.625,49,281.00,0.09176029962546817,12.238107557778068,0.2765957446808511
055bb5d0-58fc-4bf5-837b-a831aa8ac8d7,524,54.714285714285715,15,288.78,0.01937984496124031,39.817716527326745,-2.3076923076923075
056ca821-3880-48db-b36f-cdf0a850ec7b,77,21.523809523809526,22,189.64,0.047619047619047616,21.5977291575273,2.7
05825e4a-2363-4ffb-96d0-6ee57c695545,202,167.0,2,323.43,0.011976047904191617,,
058a5e1e-688a-459b-b018-c93602ec89ba,173,54.588235294117645,18,307.72,0.0192102454642476,64.87108256335156,0.0
05ae8de3-842d-4acc-895d-3606ee4d85ca,212,158.8,6,370.73,0.007537688442211055,,
05b1d513-67c7-45b4-8acf-53d707ba5bc9,212,23.176470588235293,35,288.61,0.043424317617866005,23.56354476116083,-0.696969696969697
05bcad0b-f6b7-4a9d-a0a0-638b77ecc6c7,376,47.96,26,207.99,0.021469859620148638,34.89326582594413,0.16666666666666666
05be3a76-38c2-4644-8a17-042101de8a38,203,256.0,2,238.01,0.0078125,,
05be4b30-93db-4f60-817e-738b47cde72e,264,114.0,6,184.50,0.01048951048951049,,
05d1d962-fa53-45eb-997c-bdb94879f23a,366,20.333333333333332,4,121.14,0.06451612903225806,,
05d49c48-2edb-4ef4-97d3-f5de142eccb4,205,218.0,3,361.82,0.006880733944954129,,
05dbe62a-0699-4938-bde6-d7dc859d3394,125,206.8,6,278.38,0.005797101449275362,,
05ed257e-e5a0-435e-95ef-5492a99253a4,366,101.0,3,180.13,0.014778325123152709,,
05f5fac8-8478-4379-923f-6fbb7276334f,82,34.2,6,208.10,0.03468208092485549,,
0607d4a3-c204-47a5-848d-cf05531ccd6c,413,47.166666666666664,13,220.66,0.022727272727272728,40.287226338637495,-1.0
062dfd9e-9f7b-4c24-86ce-b861938c61db,211,,1,487.48,inf,,
063b87d5-4aec-4244-969c-c8d996893b3f,145,19.5,3,245.03,0.07692307692307693,,
064170e9-ebc7-4cc7-8021-6e61cbd0b95e,91,114.0,3,166.48,0.013100436681222707,,
0645ac3c-773c-4145-9f57-dc3284ba3d7f,409,47.578947368421055,20,269.68,0.02190580503833516,45.86249471030366,-6.277777777777778
06521379-1f3e-4171-ba76-4701e32224c6,143,136.0,3,144.13,0.011029411764705883,,
067f1117-c81e-4d7c-b531-b8603a27c64f,156,27.0,2,304.28,0.07407407407407407,,
067faf19-ca09-47fa-8be4-835150f6602e,312,108.0,3,194.66,0.013824884792626729,,
06909785-a16f-4403-a0ac-397218ad451a,336,120.28571428571429,8,196.19,0.009467455621301775,,
06929859-8edb-42ba-b9f2-e2590d6f41a0,258,,1,176.13,inf,,
06999052-ef57-4246-9bbd-8b21117c6c6b,385,144.66666666666666,4,250.09,0.009216589861751152,,
06c2b7bb-f9d6-45b7-a6ef-fa0ccdfd2719,360,51.27777777777778,19,228.27,0.02040816326530612,43.55092429025988,-0.5882352941176471
06d1a581-0251-4293-8b71-f899acc03b3f,13,20.666666666666668,4,183.71,0.0625,,
06e93dd2-875b-4052-9808-dad0f0a78ed4,67,57.27777777777778,19,171.86,0.01828681424446583,75.82472478610714,-16.88235294117647
06ee4464-12df-440e-8345-cf0049c1b5be,313,20.072727272727274,56,219.06,0.04942630185348632,20.167680916142874,-0.07407407407407407
06f133aa-4a19-4b5d-a99c-efeb93638cec,97,128.55555555555554,10,281.58,0.008613264427217916,111.19252572802625,1.125
06f3c4da-7768-41bb-b349-641d7e218762,135,71.72727272727273,12,243.09,0.015151515151515152,52.040543634921626,-2.6
06f4c061-fd3a-4fb0-a44e-0a48ddedf4d7,82,39.75,9,204.17,0.027950310559006212,,
06f5793d-13cc-43e1-9328-be68b6a768ce,172,98.8,6,196.92,0.012096774193548387,,
06f71d52-1483-4fc5-a5d1-9998bef86917,212,194.0,2,321.33,0.010309278350515464,,
0713465e-ab09-4994-9e80-6da9d17b4927,283,29.6,31,315.20,0.034292035398230086,22.67704292587702,-1.1379310344827587
07164f64-31bb-47ab-97d1-1bab9c94fbc7,372,,1,134.18,inf,,
0748e6df-4896-48ad-bb51-ced93f667c73,175,27.377777777777776,46,290.20,0.03653693407466243,30.127976193148942,-0.11363636363636363
07591c3d-dd0f-442b-9022-3ae6d971647d,147,79.5,3,217.91,0.018867924528301886,,
076c5fec-a14a-4e99-bc10-3ee36770b369,250,,1,661.47,inf,,
07a1cbab-ff0d-4aed-b0db-913f13b99b20,314,52.166666666666664,13,246.79,0.020537124802527645,55.362989497141555,-0.45454545454545453
07b8be34-f89a-4b86-9f2b-24fa035eaee8,111,39.5,5,265.85,0.031446540880503145,,
07bdea42-ef93-4519-951d-33655f99296b,124,343.0,4,157.03,0.003883495145631068,,
07c84a51-9d69-44e5-9bb2-2dbae670d89f,174,9.0,6,332.66,0.1276595744680851,,
07e6a716-95dc-41b8-aa18-70a6d5bba401,418,164.6,6,324.71,0.007263922518159807,,
07ede3c4-0711-4b8a-8c4d-ed5bfc7a24da,190,45.0,18,196.70,0.023346303501945526,39.408120990476064,-3.875
07f6624d-8473-4af5-ad61-f61fe4b7b95e,150,16.0,11,230.91,0.06748466257668712,21.23414441151065,0.8888888888888888
07f83614-fb0f-4b19-a6a5-b21d42939858,220,40.0,17,327.21,0.02627511591962906,41.960298696108765,-0.6666666666666666
07ff206d-34a4-4496-982d-36741f7dc6a9,78,211.0,3,227.40,0.0070921985815602835,,
08077903-3c68-4bec-ba95-8f2218e856e9,164,20.390243902439025,42,312.10,0.048894062863795114,19.254711175165014,0.275
081d1aab-80c2-4dae-b1db-18f469a80488,172,31.5,3,252.40,0.046875,,
0822cab0-10d3-4fd8-b1d8-3e94c173373d,149,47.166666666666664,7,251.44,0.024475524475524476,,
0828ea19-4c92-41f2-88f0-67704e5c4aba,266,44.8,6,220.06,0.02654867256637168,,
085ec965-71c1-4706-b835-27aff9975072,283,20.48076923076923,53,246.41,0.04857928505957837,23.241688697560875,0.09803921568627451
086a5130-79bd-4132-96dc-37fbe1effe60,232,60.7,11,212.46,0.017973856209150325,46.463964531666896,-2.0
08882115-0ba4-43df-bc49-1c7e64cb19f1,273,,1,252.06,inf,,
0890a9bf-9da3-4b2b-a108-335b443b022e,294,184.8,6,449.44,0.006472491909385114,,
089983c6-eeb1-43b9-a39e-3d7a32ad60b0,287,11.8,61,270.91,0.08310626702997276,9.307915348540359,0.06779661016949153
089a834a-a742-488f-8851-22c06a615cc9,164,46.94444444444444,19,225.31,0.022222222222222223,50.105150870852086,-3.588235294117647
089cd07b-fe78-4cdb-8d35-e9af9825eaa4,212,67.44444444444444,10,298.86,0.016366612111292964,58.568573294709665,-13.125
08a39dc4-d34e-42a3-88f9-c7fff253736b,128,47.705882352941174,18,256.62,0.021897810218978103,28.595814173324285,2.8125
08a3b295-303a-4e71-a174-602d28e595b1,234,143.0,7,320.40,0.008130081300813009,,
08b0c102-97f6-4d4b-a301-af3d0e8cad53,195,10.380952380952381,22,246.08,0.09565217391304348,7.806895608858815,-0.15
08c1d71f-d733-48ab-b3bd-ecdc22809c5a,557,184.0,3,154.01,0.008152173913043478,,
08d4482a-04f7-4ea2-a601-e62c79b0da04,410,53.05,21,293.50,0.019626168224299065,48.797621814355274,-0.5263157894736842
08f1b164-0c36-46a8-8085-a96e3c90b819,510,74.0,4,325.79,0.017937219730941704,,
09065812-90d1-48d3-8d52-c0ce7f68aa81,246,,1,264.64,inf,,
090ffa89-bbe4-4f28-8244-ebb510a4b467,277,48.5,5,194.83,0.025510204081632654,,
0921a4f2-2989-4a36-8d8f-9ae723de88de,70,49.388888888888886,19,216.29,0.021158129175946547,37.81088994843695,2.3529411764705883
092eab8b-28b2-4f1f-b7a7-10468c39f597,4,23.35,21,292.70,0.04421052631578947,22.37544471772102,0.6842105263157895
092f8b7a-b75e-48dc-bfb0-fe97407a36f3,238,47.80952380952381,22,281.29,0.02167487684729064,40.636952454163,-2.0
09349d02-b12b-4176-9f8c-77f6714fa879,353,49.5,27,211.98,0.020785219399538105,60.016830972653,0.04
0968228a-fc37-4c39-85fc-13420537a1cf,-3,6.368421052631579,20,198.18,0.14814814814814814,5.31466029347951,0.3888888888888889
096944d5-c87b-49ff-bf85-f4347d8bcb34,152,34.93333333333333,16,202.04,0.030131826741996232,25.140936073795398,-1.2142857142857142
096de481-d3b7-469c-a1cd-c4a7de31eae8,25,36.55555555555556,10,241.47,0.030120481927710843,27.870733355578892,-8.25
097d3624-a094-4ec9-852b-f3ee888494e1,441,174.6,6,238.11,0.006857142857142857,,
097fe25b-dc06-4196-91e9-8d040005fac4,418,154.66666666666666,4,120.17,0.008583690987124463,,
098a59fe-35a8-4192-9e8e-fd9ce6ae5fe7,403,3.0,2,125.37,0.6666666666666666,,
099b799a-1643-4ffb-96ee-b89035815d24,160,60.8,21,258.60,0.017170891251022075,82.25736249242694,-1.4210526315789473
09aefbc6-9ad3-46f4-9952-f6769a03318a,430,128.25,5,274.42,0.009727626459143969,,
09b60c64-fa65-40fe-bf75-e81a9edfbc67,205,137.16666666666666,7,264.42,0.00847457627118644,,
09cfa970-cd4b-41ad-929f-ed4948468f94,256,,1,164.19,inf,,
09d261a3-92d0-4fa3-b956-59bb5a5a2176,255,34.0,2,287.21,0.058823529411764705,,
09d6b6f5-760d-4222-aead-8dc858951cdd,120,5.0,2,224.20,0.4,,
0a0ba948-7ef4-4628-9e46-5f7ab5de0d0d,234,,1,38.15,inf,,
0a2b97eb-0bf7-4748-9559-ac1e505dde01,357,189.83333333333334,7,307.57,0.006134969325153374,,
0a52facf-4e52-400d-bd27-0bf300aac141,251,,1,293.79,inf,,
0a570eba-7121-4962-b062-bb79eaf03c3a,307,22.148936170212767,48,285.30,0.045283018867924525,19.588127197476865,-0.43478260869565216
0a62c04e-67af-4d73-b937-0418e3e51b37,364,51.588235294117645,18,233.94,0.020385050962627407,42.84865637264693,-0.8125
0a76c8de-4715-4b59-9e11-a15045918fb1,54,75.33333333333333,4,384.30,0.01762114537444934,,
0a8c9413-5901-4b23-aed8-30b82dd44aa0,363,222.66666666666666,4,118.01,0.005979073243647235,,
0a8d4c3a-89dd-4499-b2b5-ce3952bdbb12,130,46.714285714285715,15,276.25,0.022727272727272728,43.28692922532438,6.538461538461538
0a9f8da9-6cce-403c-bedc-b4d42e0e48a5,33,21.959183673469386,50,282.62,0.045372050816696916,21.942120058304784,-0.2916666666666667
0aa33ecf-d571-4d1f-9089-4b2ac43783d2,339,17.16,26,250.38,0.05895691609977324,25.48313167567911,-0.3333333333333333
0abc7f4f-03bd-44a7-bea5-1f591487dfb3,38,42.55555555555556,19,297.88,0.02457956015523933,40.489972937713006,1.3529411764705883
0ac41388-febd-44cf-92f7-1ac48d2ff56f,128,27.423076923076923,27,223.35,0.03729281767955801,37.134537107036174,0.24
0ad08eaa-ba72-4ba6-bec3-900b909ffda1,389,154.28571428571428,8,232.83,0.007373271889400922,,
0ad394bb-42d1-4259-80be-8a72d7782d6b,385,101.2,6,178.17,0.011787819253438114,,
0af7c48d-415b-4137-be5a-d70a76ddcf73,113,225.0,4,211.92,0.005908419497784343,,
0afa679c-2dc1-4cd0-aa25-987e928e96d1,90,14.0,5,170.14,0.08620689655172414,,
0b067c48-b278-4f20-9472-64fcf3a66a06,199,,1,851.47,inf,,
0b13d219-12e8-4046-9095-be89f41c1fa9,127,46.0625,17,271.12,0.022911051212938006,44.144412632480076,3.3333333333333335
0b3d6fdb-e10c-469a-9610-8e36042cbdef,324,11.0,2,84.33,0.18181818181818182,,
0b42cb78-c5bf-484f-bdd1-966630c5eaa9,286,261.0,3,262.83,0.0057361376673040155,,
0b4b214b-fd12-4f9b-babe-2f1b443ed74b,334,20.833333333333332,13,260.07,0.050980392156862744,19.935502061002687,4.0
0b4c8ccf-d580-4d3a-b319-dc4f4fefe509,126,138.375,9,311.52,0.008108108108108109,,
0b530133-c0ee-4713-9f15-8cf4479932e7,226,13.0,2,94.74,0.15384615384615385,,
0b5a3d2b-f3d2-48cb-97db-73803bde94e2,34,113.375,9,248.26,0.009868421052631578,,
0b6220c2-9f24-460d-8350-e21eea1f1e0e,315,98.0,2,188.81,0.02040816326530612,,
0b67b08c-4072-48eb-9130-296b70bac4ee,297,23.980392156862745,52,249.00,0.0416,20.989035419550305,0.7
0b69b1c9-f336-45b6-beec-6c2846a89eba,250,102.66666666666667,4,288.90,0.012987012987012988,,
0b6efec5-18e5-4e27-aa65-0868b0b6deea,314,37.0,10,267.79,0.02976190476190476,22.588713996153036,2.0
0b713aea-47a0-4a91-9294-e4c1ad13ed8c,115,24.757575757575758,34,235.15,0.040865384615384616,30.682884381025755,-1.0
0b8ac31f-deae-47bb-98f0-6e87980cdb25,496,154.66666666666666,4,359.94,0.008602150537634409,,
0b957be7-ad3b-44f3-8e6e-309810f4ad47,421,39.0,2,383.81,0.05128205128205128,,
0bb0f08d-d39b-438e-8ad0-777f50bd19eb,115,,1,276.19,inf,,
0bb8919b-2508-476e-b66e-454012c9a116,340,34.15384615384615,14,235.96,0.031180400890868598,32.07763019573545,-3.4166666666666665
0bc23daa-042d-4a33-8712-a18cba099821,44,27.105263157894736,20,190.94,0.0380952380952381,29.108789693611456,-0.5
0bd0a842-c897-4e6c-8fbf-49793b785b5f,196,45.588235294117645,18,286.66,0.022988505747126436,48.57990688485494,-5.6875
0bd5a22b-7dea-4bcd-a6f1-b33c0d070858,175,58.0625,17,305.55,0.01810436634717785,56.58794777453352,-3.1333333333333333
0be27626-f03a-40dc-802f-a7eb3cd93374,160,56.142857142857146,22,268.13,0.018502943650126155,57.49546565972461,-1.4
0c005166-ad52-4127-bb57-b9de14ddbcc0,34,14.6,6,255.67,0.08,,
0c081377-454b-4cc0-9679-b6ee82cad761,389,131.25,5,254.40,0.009505703422053232,,
0c0e4816-40d6-4384-87f9-58258a5f5887,230,117.33333333333333,4,266.71,0.0113314447592068,,
0c1541fc-a02d-400a-b1f6-32a541c7ad40,111,12.746031746031745,64,244.49,0.07683073229291716,17.789058121150923,-0.08064516129032258
0c18b33b-53e5-40fd-9cae-3b3fff9c1ac3,258,20.0,7,303.67,0.056910569105691054,,
0c2e57a0-696c-47f5-8a97-e7cabd0d9eab,296,44.0,17,317.53,0.023943661971830985,35.49460052834327,1.8666666666666667
0c39e68f-9448-4b28-8b86-380efb207548,290,,1,876.03,inf,,
0c419455-222b-4bbe-902c-a4255865bcf5,154,6.303030303030303,34,263.60,0.15246636771300448,6.8851509083173354,-0.28125
0c4a866f-2b6b-45e8-b20c-786225c6ee8e,192,143.85714285714286,8,393.84,0.007920792079207921,,
0c7ea715-b638-4b7a-8df4-6f8b13d11e1f,60,59.07142857142857,15,249.05,0.018050541516245487,38.31140478060987,6.153846153846154
0c884fba-3177-4884-b64f-6909c01efc40,184,52.0,12,197.20,0.020833333333333332,104.3982758478319,0.0
0c91ceaa-1c27-4b38-a4ad-e053011eda6e,485,61.53846153846154,14,199.61,0.017391304347826087,49.24194584669894,-5.916666666666667
0c9d8012-6552-49da-bdf4-f54a108b633c,105,101.0,3,182.37,0.01485148514851485,,
0cabf83c-a763-4a48-974b-2bbdf1aea502,18,55.333333333333336,19,322.81,0.01890547263681592,49.416596402423345,-8.764705882352942
0cb35e3d-9ffa-477b-ae2b-8b94e559c7c2,186,80.0,5,270.05,0.01557632398753894,,
0cd33c8e-9f2d-40cb-9ee7-68cd69afd0bd,135,56.857142857142854,15,340.18,0.018656716417910446,41.794105478491254,0.6923076923076923
0cd49cd8-b7a8-42a6-9509-899f241b7216,72,20.5,9,248.92,0.05421686746987952,,
