OrderID,CustomerID,OrderDateTime,Subtotal,DiscountRate,DiscountAmount,ShippingMethod,Shipping,Tax,Total
60,10,2025-02-18 20:13:51,23.26,0.00,0.00,Standard,5.99,2.05,31.30
61,10,2025-08-01 14:29:14,312.89,0.10,31.29,Standard,0.00,19.71,301.31
62,10,2025-09-27 10:39:20,186.24,0.10,18.62,Standard,0.00,11.73,179.35
63,10,2026-08-29 20:29:05,586.35,0.15,87.95,Standard,0.00,34.89,533.29
64,11,2025-11-08 16:31:16,28.14,0.00,0.00,Standard,5.99,2.39,36.52
65,11,2025-11-23 09:47:06,313.74,0.10,31.37,Two-Day,0.00,19.77,302.14
66,11,2025-12-24 08:47:21,102.42,0.05,5.12,Two-Day,12.99,7.72,118.01
67,11,2026-02-12 13:36:44,435.80,0.10,43.58,Standard,0.00,27.46,419.68
68,11,2026-02-26 17:17:04,130.73,0.05,6.54,Two-Day,12.99,9.60,146.78
69,11,2026-03-16 12:06:00,98.71,0.00,0.00,Standard,5.99,7.33,112.03
70,11,2026-04-10 06:25:20,620.53,0.15,93.08,Standard,0.00,36.92,564.37
71,11,2026-05-03 12:03:39,282.35,0.10,28.24,Standard,0.00,17.79,271.90
72,11,2026-06-06 22:14:24,299.20,0.10,29.92,Standard,0.00,18.85,288.13
73,11,2026-08-04 10:45:17,270.02,0.10,27.00,Standard,0.00,17.01,260.03
74,11,2026-08-20 18:57:21,518.55,0.15,77.78,Next-Day,0.00,30.85,471.62
75,11,2026-09-02 13:19:55,135.17,0.05,6.76,Standard,0.00,8.99,137.40
76,12,2023-11-13 14:03:40,453.32,0.10,45.33,Standard,0.00,28.56,436.55
77,12,2023-12-18 11:57:23,398.06,0.10,39.81,Next-Day,0.00,25.08,383.33
78,12,2024-01-29 02:46:35,663.65,0.15,99.55,Standard,0.00,39.49,603.59
79,12,2024-02-20 19:46:15,244.33,0.05,12.22,Standard,0.00,16.25,248.36
80,12,2024-04-29 19:59:25,148.24,0.05,7.41,Standard,0.00,9.86,150.69
81,12,2024-05-03 11:20:38,430.69,0.10,43.07,Standard,0.00,27.13,414.75
82,12,2024-05-09 08:32:11,638.09,0.15,95.71,Standard,0.00,37.97,580.35
83,12,2024-06-14 00:15:21,379.58,0.10,37.96,Two-Day,0.00,23.91,365.53
84,12,2024-06-20 20:32:08,216.30,0.10,21.63,Standard,0.00,13.63,208.30
85,12,2024-06-27 17:34:40,286.07,0.10,28.61,Two-Day,0.00,18.02,275.48
86,12,2024-07-14 15:23:58,50.38,0.10,5.04,Standard,5.99,3.59,54.92
87,12,2024-09-13 20:58:11,111.70,0.05,5.59,Standard,5.99,7.85,119.95
88,12,2024-09-17 12:23:35,226.21,0.05,11.31,Standard,0.00,15.04,229.94
89,12,2024-12-03 23:00:20,184.33,0.10,18.43,Standard,0.00,11.61,177.51
90,12,2024-12-16 19:38:27,689.64,0.15,103.45,Standard,0.00,41.03,627.22
91,12,2024-12-20 12:47:13,324.38,0.10,32.44,Two-Day,0.00,20.44,312.38
92,12,2025-02-06 14:22:58,137.60,0.10,13.76,Two-Day,12.99,9.58,146.41
93,12,2025-03-24 05:51:53,187.04,0.05,9.35,Standard,0.00,12.44,190.13
94,12,2025-03-28 09:42:09,337.09,0.10,33.71,Next-Day,0.00,21.24,324.62
95,12,2025-04-06 08:01:05,21.00,0.00,0.00,Standard,5.99,1.89,28.88
96,12,2025-05-23 15:34:36,269.90,0.10,26.99,Standard,0.00,17.00,259.91
97,12,2025-06-07 17:26:26,223.18,0.05,11.16,Standard,0.00,14.84,226.86
98,12,2025-09-03 15:34:57,75.90,0.00,0.00,Standard,5.99,5.73,87.62
99,12,2025-10-17 11:13:32,158.48,0.10,15.85,Standard,0.00,9.98,152.61
100,12,2025-10-20 17:48:58,478.37,0.10,47.84,Standard,0.00,30.14,460.67
101,12,2025-11-22 14:55:54,101.99,0.10,10.20,Standard,5.99,6.84,104.62
102,12,2025-11-24 14:07:34,139.14,0.05,6.96,Standard,0.00,9.25,141.43
103,12,2025-11-27 19:06:21,277.00,0.10,27.70,Two-Day,0.00,17.45,266.75
104,12,2025-12-19 19:23:36,94.84,0.00,0.00,Standard,5.99,7.06,107.89
105,12,2026-02-14 20:21:22,754.66,0.15,113.20,Standard,0.00,44.90,686.36
106,12,2026-02-15 17:21:48,36.93,0.00,0.00,Standard,5.99,3.00,45.92
107,12,2026-05-16 09:18:19,591.75,0.20,118.35,Two-Day,0.00,33.14,506.54
108,12,2026-06-06 00:00:34,132.51,0.20,26.50,Standard,5.99,7.84,119.84
109,12,2026-08-01 21:08:18,294.16,0.10,29.42,Standard,0.00,18.53,283.27
110,12,2026-08-05 10:56:54,575.97,0.15,86.40,Standard,0.00,34.27,523.84
111,12,2026-08-22 11:44:26,132.51,0.05,6.63,Standard,0.00,8.81,134.69
112,12,2026-08-28 09:57:24,56.21,0.00,0.00,Two-Day,12.99,4.84,74.04
113,12,2026-08-29 14:31:58,72.87,0.00,0.00,Standard,5.99,5.52,84.38
114,12,2026-08-31 23:03:59,323.74,0.10,32.37,Standard,0.00,20.40,311.77
115,13,2026-02-09 06:52:44,228.05,0.10,22.81,Standard,0.00,14.37,219.61
116,14,2026-09-01 08:59:36,821.93,0.15,123.29,Two-Day,0.00,48.90,747.54
117,15,2023-03-31 20:43:43,63.00,0.00,0.00,Standard,5.99,4.83,73.82
118,15,2023-04-19 12:47:48,981.65,0.15,147.25,Next-Day,0.00,58.41,892.81
119,15,2023-04-26 19:11:15,69.57,0.00,0.00,Standard,5.99,5.29,80.85
120,15,2023-07-07 12:06:00,152.88,0.05,7.64,Two-Day,0.00,10.17,155.41
121,15,2023-07-24 23:44:21,270.02,0.10,27.00,Two-Day,0.00,17.01,260.03
122,15,2023-08-05 12:41:28,368.66,0.10,36.87,Standard,0.00,23.23,355.02
123,15,2023-08-19 03:47:17,219.90,0.10,21.99,Standard,0.00,13.85,211.76
124,15,2023-08-28 20:27:21,23.33,0.00,0.00,Standard,5.99,2.05,31.37
125,15,2023-10-06 08:34:04,74.12,0.10,7.41,Standard,5.99,5.09,77.79
126,15,2023-10-17 20:00:12,205.23,0.05,10.26,Standard,0.00,13.65,208.62
127,15,2023-10-28 17:04:02,109.94,0.10,10.99,Standard,5.99,7.35,112.29
128,15,2023-11-23 11:56:01,509.33,0.15,76.40,Two-Day,0.00,30.31,463.24
129,15,2023-12-16 12:53:49,203.34,0.05,10.17,Standard,0.00,13.52,206.69
130,15,2023-12-22 08:10:45,540.93,0.15,81.14,Standard,0.00,32.19,491.98
131,15,2024-01-11 14:11:53,50.38,0.00,0.00,Standard,5.99,3.95,60.32
132,15,2024-01-20 13:19:45,644.54,0.15,96.68,Standard,0.00,38.35,586.21
133,15,2024-01-31 18:53:31,469.90,0.10,46.99,Two-Day,0.00,29.60,452.51
134,15,2024-02-07 15:04:26,659.82,0.15,98.97,Standard,0.00,39.26,600.11
135,15,2024-02-09 19:19:48,241.53,0.05,12.08,Two-Day,0.00,16.06,245.51
136,15,2024-04-25 09:10:51,130.73,0.10,13.07,Standard,5.99,8.66,132.31
137,15,2024-05-19 12:48:26,281.62,0.10,28.16,Standard,0.00,17.74,271.20
138,15,2024-06-06 01:19:59,271.43,0.10,27.14,Standard,0.00,17.10,261.39
139,15,2024-06-20 09:13:18,79.09,0.00,0.00,Standard,5.99,5.96,91.04
140,15,2024-06-25 19:47:47,58.10,0.00,0.00,Standard,5.99,4.49,68.58
141,15,2024-07-03 20:08:31,312.89,0.10,31.29,Standard,0.00,19.71,301.31
142,15,2024-08-24 16:43:30,381.69,0.10,38.17,Standard,0.00,24.05,367.57
143,15,2024-10-12 20:08:39,73.71,0.00,0.00,Standard,5.99,5.58,85.28
144,15,2025-01-10 10:56:45,205.40,0.10,20.54,Standard,0.00,12.94,197.80
145,15,2025-03-21 15:22:41,562.00,0.15,84.30,Two-Day,0.00,33.44,511.14
146,15,2025-04-06 14:50:53,232.90,0.05,11.65,Standard,0.00,15.49,236.74
147,15,2025-04-16 23:14:11,169.50,0.05,8.48,Standard,0.00,11.27,172.29
148,15,2025-05-07 17:48:31,115.65,0.05,5.78,Standard,5.99,8.11,123.97
149,15,2025-05-09 08:04:18,50.46,0.00,0.00,Standard,5.99,3.95,60.40
150,15,2025-07-14 04:28:44,346.31,0.10,34.63,Standard,0.00,21.82,333.50
151,15,2025-07-30 17:50:17,136.27,0.05,6.81,Two-Day,0.00,9.06,138.52
152,15,2025-09-04 04:39:44,442.38,0.20,88.48,Standard,0.00,24.77,378.67
153,15,2025-09-07 16:13:39,226.09,0.05,11.30,Standard,0.00,15.04,229.83
154,15,2025-09-10 20:18:36,119.71,0.05,5.99,Standard,5.99,8.38,128.09
155,15,2025-11-02 14:07:27,407.98,0.10,40.80,Standard,0.00,25.70,392.88
156,15,2026-01-11 10:57:04,25.23,0.00,0.00,Standard,5.99,2.19,33.41
157,15,2026-01-18 08:47:21,659.56,0.15,98.93,Standard,0.00,39.24,599.87
158,15,2026-01-31 17:15:58,168.99,0.10,16.90,Standard,0.00,10.65,162.74
159,15,2026-02-18 04:45:58,149.93,0.05,7.50,Two-Day,0.00,9.97,152.40
160,15,2026-02-26 21:19:25,194.43,0.05,9.72,Standard,0.00,12.93,197.64
161,15,2026-03-12 21:34:18,253.74,0.10,25.37,Two-Day,0.00,15.99,244.36
162,15,2026-03-13 21:25:20,58.10,0.00,0.00,Standard,5.99,4.49,68.58
163,15,2026-03-19 09:21:02,391.22,0.10,39.12,Standard,0.00,24.65,376.75
164,15,2026-03-21 03:24:25,333.07,0.10,33.31,Standard,0.00,20.98,320.74
165,15,2026-04-09 14:44:00,249.07,0.05,12.45,Standard,0.00,16.56,253.18
166,15,2026-04-17 21:56:26,117.05,0.05,5.85,Standard,5.99,8.20,125.39
167,15,2026-04-27 17:38:06,434.30,0.10,43.43,Standard,0.00,27.36,418.23
168,15,2026-05-13 18:38:19,324.83,0.10,32.48,Standard,0.00,20.46,312.81
169,15,2026-05-23 20:44:33,795.73,0.20,159.15,Two-Day,0.00,44.56,681.14
170,15,2026-06-01 10:22:50,148.99,0.05,7.45,Two-Day,0.00,9.91,151.45
171,15,2026-06-21 18:35:01,407.81,0.10,40.78,Standard,0.00,25.69,392.72
172,15,2026-06-28 14:33:36,182.49,0.05,9.12,Standard,0.00,12.14,185.51
173,15,2026-07-26 20:08:44,243.57,0.10,24.36,Standard,0.00,15.34,234.55
174,16,2023-06-06 17:40:37,154.17,0.20,30.83,Standard,5.99,9.05,138.38
175,16,2023-07-06 23:35:34,175.38,0.05,8.77,Next-Day,0.00,11.66,178.27
176,16,2023-12-30 09:29:55,345.47,0.10,34.55,Standard,0.00,21.76,332.68
177,16,2024-03-06 15:10:29,152.88,0.05,7.64,Standard,0.00,10.17,155.41
178,16,2024-04-29 16:20:52,184.33,0.05,9.22,Standard,0.00,12.26,187.37
179,16,2024-06-23 09:05:27,277.00,0.10,27.70,Next-Day,0.00,17.45,266.75
180,16,2024-07-24 18:41:22,30.74,0.00,0.00,Standard,5.99,2.57,39.30
181,16,2024-08-07 09:33:48,111.70,0.10,11.17,Standard,5.99,7.46,113.98
182,16,2024-09-26 15:11:25,278.60,0.10,27.86,Standard,0.00,17.55,268.29
183,16,2024-10-28 08:43:38,152.88,0.05,7.64,Standard,0.00,10.17,155.41
184,16,2025-01-06 12:12:26,136.24,0.20,27.25,Two-Day,12.99,8.54,130.52
185,16,2025-03-22 03:01:53,622.50,0.15,93.38,Standard,0.00,37.04,566.16
186,16,2025-04-26 13:22:50,83.40,0.00,0.00,Two-Day,12.99,6.75,103.14
187,16,2025-05-14 23:03:30,516.15,0.15,77.42,Standard,0.00,30.71,469.44
188,16,2025-08-11 23:00:43,128.47,0.05,6.42,Two-Day,12.99,9.45,144.49
189,16,2025-12-07 19:56:18,25.23,0.10,2.52,Standard,5.99,2.01,30.71
190,16,2026-01-05 17:07:17,383.77,0.10,38.38,Standard,0.00,24.18,369.57
191,16,2026-01-08 15:51:55,171.10,0.20,34.22,Standard,0.00,9.58,146.46
192,16,2026-03-09 15:35:55,221.21,0.05,11.06,Standard,0.00,14.71,224.86
193,16,2026-03-28 11:56:08,361.70,0.10,36.17,Standard,0.00,22.79,348.32
194,16,2026-04-04 09:03:09,482.29,0.10,48.23,Standard,0.00,30.38,464.44
195,16,2026-06-26 18:12:18,92.76,0.00,0.00,Standard,5.99,6.91,105.66
196,16,2026-08-11 14:54:38,83.92,0.10,8.39,Standard,5.99,5.71,87.23
197,16,2026-08-23 21:05:39,148.24,0.05,7.41,Standard,0.00,9.86,150.69
198,17,2024-03-27 21:49:57,468.62,0.10,46.86,Standard,0.00,29.52,451.28
199,17,2024-03-28 22:46:12,23.33,0.00,0.00,Standard,5.99,2.05,31.37
200,17,2024-04-07 11:59:33,287.81,0.10,28.78,Standard,0.00,18.13,277.16
201,17,2024-05-09 18:33:23,388.80,0.10,38.88,Two-Day,0.00,24.49,374.41
202,17,2024-05-15 20:10:21,128.47,0.05,6.42,Standard,5.99,8.96,137.00
203,17,2024-06-03 15:27:30,291.92,0.10,29.19,Standard,0.00,18.39,281.12
204,17,2024-06-07 12:07:25,37.95,0.00,0.00,Standard,5.99,3.08,47.02
205,17,2024-08-02 21:57:37,167.84,0.10,16.78,Standard,0.00,10.57,161.63
206,17,2024-08-23 16:48:11,206.40,0.05,10.32,Two-Day,0.00,13.73,209.81
207,17,2024-10-07 19:38:15,205.23,0.05,10.26,Two-Day,0.00,13.65,208.62
208,17,2024-10-13 15:43:51,133.66,0.10,13.37,Standard,5.99,8.84,135.12
209,17,2024-10-15 21:26:03,887.23,0.15,133.08,Standard,0.00,52.79,806.94
210,17,2024-10-21 21:34:58,311.36,0.10,31.14,Standard,0.00,19.62,299.84
211,17,2024-11-15 16:30:55,151.64,0.05,7.58,Standard,0.00,10.08,154.14
212,17,2024-12-05 21:00:34,374.38,0.10,37.44,Two-Day,0.00,23.59,360.53
213,17,2024-12-22 08:56:59,127.64,0.05,6.38,Two-Day,12.99,9.40,143.65
214,17,2025-01-26 10:13:31,722.66,0.15,108.40,Standard,0.00,43.00,657.26
215,17,2025-02-12 17:00:13,261.45,0.10,26.15,Standard,0.00,16.47,251.77
216,17,2025-02-25 10:58:22,389.32,0.10,38.93,Standard,0.00,24.53,374.92
217,17,2025-03-09 16:28:58,536.64,0.15,80.50,Two-Day,0.00,31.93,488.07
218,17,2025-03-19 19:15:01,197.14,0.05,9.86,Standard,0.00,13.11,200.39
219,17,2025-03-21 06:02:16,523.10,0.15,78.47,Standard,0.00,31.12,475.75
220,17,2025-03-23 15:18:47,133.66,0.05,6.68,Two-Day,0.00,8.89,135.87
221,17,2025-04-04 12:24:49,241.03,0.05,12.05,Standard,0.00,16.03,245.01
222,17,2025-04-04 14:54:00,86.89,0.00,0.00,Standard,5.99,6.50,99.38
223,17,2025-04-06 10:14:55,516.98,0.15,77.55,Standard,0.00,30.76,470.19
224,17,2025-04-13 12:29:06,130.73,0.10,13.07,Standard,5.99,8.66,132.31
225,17,2025-05-06 03:21:26,139.14,0.05,6.96,Standard,0.00,9.25,141.43
226,17,2025-06-14 13:12:18,399.21,0.10,39.92,Standard,0.00,25.15,384.44
227,17,2025-07-29 01:22:36,153.88,0.05,7.69,Standard,0.00,10.23,156.42
228,17,2025-07-31 15:39:28,75.69,0.00,0.00,Standard,5.99,5.72,87.40
229,17,2025-08-03 18:33:45,104.60,0.05,5.23,Standard,5.99,7.38,112.74
230,17,2025-08-12 15:36:18,148.99,0.05,7.45,Standard,0.00,9.91,151.45
231,17,2025-08-17 10:41:47,256.09,0.10,25.61,Standard,0.00,16.13,246.61
232,17,2025-08-24 09:32:16,529.63,0.15,79.44,Two-Day,0.00,31.51,481.70
233,17,2025-08-25 11:51:40,621.14,0.15,93.17,Two-Day,0.00,36.96,564.93
234,17,2025-09-03 22:13:43,465.66,0.10,46.57,Standard,0.00,29.34,448.43
235,17,2025-09-08 13:07:40,389.09,0.10,38.91,Standard,0.00,24.51,374.69
236,17,2025-09-19 13:43:26,135.31,0.05,6.77,Next-Day,0.00,9.00,137.54
237,17,2025-10-02 15:03:44,264.01,0.10,26.40,Standard,0.00,16.63,254.24
238,17,2025-10-07 16:39:19,255.87,0.10,25.59,Standard,0.00,16.12,246.40
239,17,2025-11-01 21:55:12,297.37,0.10,29.74,Standard,0.00,18.73,286.36
240,17,2025-11-02 11:17:56,22.73,0.00,0.00,Standard,5.99,2.01,30.73
241,17,2025-11-02 15:04:37,147.19,0.05,7.36,Standard,0.00,9.79,149.62
242,17,2025-11-22 21:17:35,370.08,0.10,37.01,Two-Day,0.00,23.31,356.38
243,17,2025-12-17 18:22:25,358.72,0.20,71.74,Standard,0.00,20.09,307.07
244,17,2025-12-25 20:23:33,300.23,0.10,30.02,Standard,0.00,18.91,289.12
245,17,2025-12-26 21:05:49,275.96,0.20,55.19,Standard,0.00,15.45,236.22
246,17,2026-01-04 10:27:26,210.57,0.20,42.11,Two-Day,0.00,11.79,180.25
247,17,2026-01-31 20:12:30,129.56,0.05,6.48,Standard,5.99,9.03,138.10
248,17,2026-02-02 21:34:37,136.24,0.05,6.81,Next-Day,0.00,9.06,138.49
249,17,2026-02-05 22:36:07,169.50,0.05,8.48,Standard,0.00,11.27,172.29
250,17,2026-02-13 21:40:39,132.51,0.05,6.63,Two-Day,0.00,8.81,134.69
251,17,2026-04-11 03:57:05,347.76,0.10,34.78,Standard,0.00,21.91,334.89
252,17,2026-04-26 19:55:06,23.91,0.10,2.39,Standard,5.99,1.93,29.44
253,17,2026-05-03 18:57:20,599.04,0.15,89.86,Standard,0.00,35.64,544.82
254,17,2026-05-04 15:05:34,277.00,0.10,27.70,Two-Day,0.00,17.45,266.75
255,17,2026-05-09 10:15:47,315.58,0.10,31.56,Standard,0.00,19.88,303.90
256,17,2026-05-10 11:05:42,46.77,0.00,0.00,Standard,5.99,3.69,56.45
257,17,2026-05-11 22:03:33,335.05,0.10,33.51,Two-Day,0.00,21.11,322.65
258,17,2026-05-25 14:23:53,316.36,0.10,31.64,Standard,0.00,19.93,304.65
259,17,2026-06-21 09:17:12,420.76,0.10,42.08,Standard,0.00,26.51,405.19
260,17,2026-07-25 09:01:23,321.02,0.10,32.10,Standard,0.00,20.22,309.14
261,17,2026-07-28 14:03:15,282.44,0.10,28.24,Next-Day,0.00,17.79,271.99
262,17,2026-08-02 08:33:32,200.56,0.05,10.03,Two-Day,0.00,13.34,203.87
263,17,2026-08-15 11:34:34,253.74,0.10,25.37,Standard,0.00,15.99,244.36
264,17,2026-08-27 06:42:16,178.60,0.05,8.93,Standard,0.00,11.88,181.55
265,18,2025-03-17 17:17:06,105.53,0.05,5.28,Standard,5.99,7.44,113.68
266,18,2025-04-20 18:49:59,469.56,0.10,46.96,Standard,0.00,29.58,452.18
267,18,2025-06-29 03:42:58,424.59,0.20,84.92,Two-Day,0.00,23.78,363.45
268,18,2026-05-11 22:41:19,148.99,0.10,14.90,Next-Day,0.00,9.39,143.48
269,19,2024-12-21 09:26:38,119.71,0.05,5.99,Standard,5.99,8.38,128.09
270,19,2025-02-10 19:18:50,152.88,0.05,7.64,Standard,0.00,10.17,155.41
271,19,2025-04-20 01:42:58,62.16,0.00,0.00,Standard,5.99,4.77,72.92
272,19,2025-08-07 11:45:40,208.67,0.05,10.43,Standard,0.00,13.88,212.12
273,19,2025-09-06 13:59:19,349.11,0.10,34.91,Standard,0.00,21.99,336.19
274,19,2025-09-10 20:33:48,52.30,0.00,0.00,Standard,5.99,4.08,62.37
275,19,2025-09-14 08:18:17,133.66,0.05,6.68,Standard,0.00,8.89,135.87
276,19,2025-10-25 21:50:45,52.30,0.00,0.00,Standard,5.99,4.08,62.37
277,19,2025-12-05 22:04:36,607.84,0.15,91.18,Standard,0.00,36.17,552.83
278,19,2026-02-19 10:09:36,456.25,0.10,45.63,Two-Day,0.00,28.74,439.36
279,19,2026-03-23 07:19:16,97.76,0.10,9.78,Standard,5.99,6.58,100.55
280,19,2026-04-05 17:08:33,189.87,0.05,9.49,Standard,0.00,12.63,193.01
281,19,2026-04-14 08:53:56,121.58,0.10,12.16,Standard,5.99,8.08,123.49
282,20,2023-08-05 07:25:08,270.02,0.10,27.00,Two-Day,0.00,17.01,260.03
283,20,2023-10-12 09:53:22,365.25,0.10,36.53,Standard,0.00,23.01,351.73
284,20,2023-12-07 19:26:34,29.53,0.00,0.00,Standard,5.99,2.49,38.01
285,20,2024-02-19 13:17:20,285.70,0.20,57.14,Standard,0.00,16.00,244.56
286,20,2024-03-26 10:38:05,109.94,0.05,5.50,Two-Day,12.99,8.22,125.65
287,20,2024-07-31 09:08:46,259.95,0.10,26.00,Standard,0.00,16.38,250.33
288,20,2024-10-23 15:20:33,46.88,0.10,4.69,Standard,5.99,3.37,51.55
289,20,2024-10-31 15:34:03,202.46,0.05,10.12,Two-Day,0.00,13.46,205.80
290,20,2025-04-16 20:24:51,112.12,0.05,5.61,Standard,5.99,7.88,120.38
291,20,2025-05-27 21:12:05,208.06,0.05,10.40,Two-Day,0.00,13.84,211.50
292,20,2025-06-09 17:56:48,258.41,0.10,25.84,Standard,0.00,16.28,248.85
293,20,2025-07-06 13:18:27,25.98,0.00,0.00,Standard,5.99,2.24,34.21
294,20,2025-07-23 22:06:40,152.88,0.05,7.64,Two-Day,0.00,10.17,155.41
295,20,2025-08-26 13:19:12,118.08,0.05,5.90,Two-Day,12.99,8.76,133.93
296,20,2025-09-14 20:33:14,37.29,0.00,0.00,Standard,5.99,3.03,46.31
297,20,2025-11-11 17:54:15,226.21,0.05,11.31,Standard,0.00,15.04,229.94
298,20,2026-02-10 07:44:47,750.44,0.15,112.57,Standard,0.00,44.65,682.52
299,20,2026-02-14 17:34:12,531.38,0.15,79.71,Standard,0.00,31.62,483.29
300,20,2026-04-01 19:22:07,451.62,0.10,45.16,Standard,0.00,28.45,434.91
301,20,2026-04-15 10:29:23,171.43,0.10,17.14,Standard,0.00,10.80,165.09
302,20,2026-05-23 08:01:19,444.23,0.10,44.42,Standard,0.00,27.99,427.80
303,20,2026-06-17 06:35:45,398.33,0.10,39.83,Standard,0.00,25.10,383.60
304,20,2026-08-05 09:14:11,489.48,0.10,48.95,Standard,0.00,30.84,471.37
305,21,2024-12-18 14:42:04,849.03,0.15,127.35,Standard,0.00,50.52,772.20
