OrderItemID,OrderID,ProductID,Quantity,UnitPrice,LineTotal
807,407,58,1,130.73,130.73
808,408,83,1,79.09,79.09
809,409,79,1,107.76,107.76
810,410,8,3,60.76,182.28
811,410,81,2,23.91,47.82
812,410,22,1,93.52,93.52
813,410,76,1,58.10,58.10
814,411,106,1,72.87,72.87
815,411,110,1,33.94,33.94
816,412,31,1,253.74,253.74
817,412,118,1,38.55,38.55
818,413,41,1,132.51,132.51
819,414,72,1,240.87,240.87
820,414,41,1,132.51,132.51
821,414,19,1,251.45,251.45
822,415,60,1,23.26,23.26
823,416,63,1,140.81,140.81
824,416,95,1,30.74,30.74
825,416,28,1,240.06,240.06
826,417,8,2,60.76,121.52
827,417,120,1,136.24,136.24
828,418,38,1,133.66,133.66
829,419,88,2,147.19,294.38
830,419,119,2,42.97,85.94
831,419,19,1,251.45,251.45
832,419,114,1,37.83,37.83
833,420,48,1,243.57,243.57
834,420,88,1,147.19,147.19
835,420,46,1,86.89,86.89
836,421,120,1,136.24,136.24
837,421,84,1,154.38,154.38
838,422,2,1,166.29,166.29
839,422,9,1,148.99,148.99
840,423,57,1,63.82,63.82
841,423,43,1,260.88,260.88
842,424,99,1,128.47,128.47
843,424,9,1,148.99,148.99
844,424,71,1,60.79,60.79
845,425,1,1,87.96,87.96
846,425,12,2,69.57,139.14
847,425,69,1,158.35,158.35
848,426,47,1,16.94,16.94
849,426,53,2,87.51,175.02
850,427,94,1,130.90,130.90
851,428,52,1,56.21,56.21
852,428,34,1,50.00,50.00
853,429,33,1,127.13,127.13
854,429,21,1,127.87,127.87
855,429,55,1,110.90,110.90
856,430,82,2,84.04,168.08
857,431,60,1,23.26,23.26
858,432,40,1,312.89,312.89
859,432,105,1,25.23,25.23
860,432,113,1,74.12,74.12
861,433,33,1,127.13,127.13
862,433,84,1,154.38,154.38
863,434,31,1,253.74,253.74
864,435,54,1,101.99,101.99
865,435,55,1,110.90,110.90
866,435,8,1,60.76,60.76
867,436,40,1,312.89,312.89
868,437,78,1,109.94,109.94
869,438,61,1,274.32,274.32
870,438,103,1,154.17,154.17
